addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,巷,弄,號,TWD97橫坐標,TWD97縱坐標,WGS84經度,WGS84緯度
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,1,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之1,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,5,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之5,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,8,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之8,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,3,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之3,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,9,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之9,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,11,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之11,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,4,10,臺中市西屯區逢福里003鄰福上巷241弄4號四樓之10,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,8,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之8,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,2,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之2,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,10,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之10,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,7,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之7,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,6,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之6,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,3,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之3,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,11,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之11,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,9,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之9,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,1,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之1,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,003,福上巷241弄,4號,5,5,臺中市西屯區逢福里003鄰福上巷241弄4號五樓之5,214596.9089,2674409.7535,120.651558914743,24.174653009474
TW,臺中市,西屯區,逢福里,005,福上巷247弄,4號,,,臺中市西屯區逢福里005鄰福上巷247弄4號,214546.1261,2674394.4036,120.651059488913,24.17451326841
TW,臺中市,西屯區,逢福里,005,福上巷251弄,4號,,,臺中市西屯區逢福里005鄰福上巷251弄4號,214490.3462,2674402.4635,120.650510307476,24.174584786674
TW,臺中市,西屯區,逢福里,003,福上巷176弄,5號,,,臺中市西屯區逢福里003鄰福上巷176弄5號,214696.9456,2674454.9034,120.652542369113,24.175062924454
TW,臺中市,西屯區,逢福里,003,福上巷180弄,5號,,,臺中市西屯區逢福里003鄰福上巷180弄5號,214635.3134,2674455.1184,120.651935779801,24.175063482478
TW,臺中市,西屯區,逢福里,004,福上巷190弄,5號,,,臺中市西屯區逢福里004鄰福上巷190弄5號,214469.2262,2674467.7423,120.6503008394,24.175173727508
TW,臺中市,西屯區,逢福里,020,福上巷214弄,5之1號,,,臺中市西屯區逢福里020鄰福上巷214弄5之1號,214285.8369,2674492.0022,120.64849532122,24.175388626342
TW,臺中市,西屯區,逢福里,020,福上巷214弄,5之2號,,,臺中市西屯區逢福里020鄰福上巷214弄5之2號,214289.3968,2674494.7132,120.648530290796,24.175413185259
TW,臺中市,西屯區,逢福里,020,福上巷214弄,5之3號,,,臺中市西屯區逢福里020鄰福上巷214弄5之3號,214292.7468,2674497.3122,120.648563197315,24.175436728137
TW,臺中市,西屯區,逢福里,020,福上巷214弄,5號,,,臺中市西屯區逢福里020鄰福上巷214弄5號,214281.7769,2674488.2032,120.64845545657,24.175354232301
TW,臺中市,西屯區,逢福里,021,福上巷216弄,5號,,,臺中市西屯區逢福里021鄰福上巷216弄5號,214247.947,2674481.0732,120.648122678609,24.175289086202
TW,臺中市,西屯區,逢福里,022,福上巷220弄,5號,,,臺中市西屯區逢福里022鄰福上巷220弄5號,214203.7271,2674467.6423,120.647687798714,24.175166810182
TW,臺中市,西屯區,逢福里,003,福上巷235弄,5號,,,臺中市西屯區逢福里003鄰福上巷235弄5號,214674.5057,2674402.6136,120.652322794541,24.174590283976
TW,臺中市,西屯區,逢福里,005,福上巷251弄,5號,,,臺中市西屯區逢福里005鄰福上巷251弄5號,214511.8562,2674412.1735,120.650721769472,24.174672945249
TW,臺中市,西屯區,逢福里,003,福上巷180弄,6號,,,臺中市西屯區逢福里003鄰福上巷180弄6號,214645.0499,2674443.2644,120.652031896591,24.174956668973
TW,臺中市,西屯區,逢福里,004,福上巷190弄,6號,,,臺中市西屯區逢福里004鄰福上巷190弄6號,214505.6062,2674457.4924,120.650659143464,24.175081998814
TW,臺中市,西屯區,逢福里,020,福上巷214弄,6號,,,臺中市西屯區逢福里020鄰福上巷214弄6號,214296.5067,2674469.3723,120.648600893025,24.175184537544
TW,臺中市,西屯區,逢福里,021,福上巷216弄,6號,,,臺中市西屯區逢福里021鄰福上巷216弄6號,214269.2569,2674499.4432,120.648331956444,24.175455436407
TW,臺中市,西屯區,逢福里,003,福上巷235弄,6號,,,臺中市西屯區逢福里003鄰福上巷235弄6號,214646.0457,2674398.1626,120.652042801232,24.174549456145
TW,臺中市,西屯區,逢福里,003,福上巷241弄,6號,,,臺中市西屯區逢福里003鄰福上巷241弄6號,214592.0899,2674401.4636,120.651511689532,24.174578048997
TW,臺中市,西屯區,逢福里,005,福上巷247弄,6號,,,臺中市西屯區逢福里005鄰福上巷247弄6號,214548.636,2674391.1426,120.651084271277,24.174483880695
TW,臺中市,西屯區,逢福里,005,福上巷251弄,6號,,,臺中市西屯區逢福里005鄰福上巷251弄6號,214493.6762,2674399.5735,120.650543152249,24.17455876738
TW,臺中市,西屯區,逢福里,003,福上巷176弄,7號,,,臺中市西屯區逢福里003鄰福上巷176弄7號,214697.0056,2674460.0024,120.652542835,24.175108965715
TW,臺中市,西屯區,逢福里,003,福上巷180弄,7號,,,臺中市西屯區逢福里003鄰福上巷180弄7號,214639.7581,2674458.0814,120.651979451992,24.175090335846
TW,臺中市,西屯區,逢福里,004,福上巷190弄,7號,,,臺中市西屯區逢福里004鄰福上巷190弄7號,214467.3563,2674471.3833,120.650282346259,24.175206560632
TW,臺中市,西屯區,逢福里,020,福上巷214弄,7號,,,臺中市西屯區逢福里020鄰福上巷214弄7號,214296.1868,2674499.9432,120.648596988836,24.175460561984
TW,臺中市,西屯區,逢福里,021,福上巷216弄,7號,,,臺中市西屯區逢福里021鄰福上巷216弄7號,214261.2269,2674525.6931,120.648252275425,24.175692270638
TW,臺中市,西屯區,逢福里,021,福上巷216弄,7號,2,,臺中市西屯區逢福里021鄰福上巷216弄7號二樓,214261.2269,2674525.6931,120.648252275425,24.175692270638
TW,臺中市,西屯區,逢福里,021,福上巷216弄,7號,3,,臺中市西屯區逢福里021鄰福上巷216弄7號三樓,214261.2269,2674525.6931,120.648252275425,24.175692270638
TW,臺中市,西屯區,逢福里,021,福上巷216弄,7號,4,,臺中市西屯區逢福里021鄰福上巷216弄7號四樓,214261.2269,2674525.6931,120.648252275425,24.175692270638
TW,臺中市,西屯區,逢福里,021,福上巷216弄,7號,5,,臺中市西屯區逢福里021鄰福上巷216弄7號五樓,214261.2269,2674525.6931,120.648252275425,24.175692270638
TW,臺中市,西屯區,逢福里,022,福上巷220弄,7號,,,臺中市西屯區逢福里022鄰福上巷220弄7號,214197.2571,2674467.8033,120.647624116969,24.175168116759
TW,臺中市,西屯區,逢福里,003,福上巷235弄,7號,,,臺中市西屯區逢福里003鄰福上巷235弄7號,214674.5057,2674398.3326,120.652322899244,24.174551629948
TW,臺中市,西屯區,逢福里,005,福上巷251弄,7號,,,臺中市西屯區逢福里005鄰福上巷251弄7號,214514.2962,2674408.5325,120.650745873327,24.174640124918
TW,臺中市,西屯區,逢福里,003,福上巷180弄,8號,,,臺中市西屯區逢福里003鄰福上巷180弄8號,214649.7065,2674446.0164,120.652077659449,24.17498162191
TW,臺中市,西屯區,逢福里,004,福上巷190弄,8號,,,臺中市西屯區逢福里004鄰福上巷190弄8號,214510.2262,2674457.1624,120.650704621607,24.175079123331
TW,臺中市,西屯區,逢福里,020,福上巷214弄,8號,,,臺中市西屯區逢福里020鄰福上巷214弄8號,214300.1268,2674472.0623,120.648636455575,24.175208908189
TW,臺中市,西屯區,逢福里,003,福上巷235弄,8號,,,臺中市西屯區逢福里003鄰福上巷235弄8號,214646.0857,2674393.6336,120.652043305767,24.174508563774
TW,臺中市,西屯區,逢福里,005,福上巷247弄,8號,,,臺中市西屯區逢福里005鄰福上巷247弄8號,214551.722,2674388.4836,120.651114708804,24.174459941527
TW,臺中市,西屯區,逢福里,005,福上巷251弄,8號,,,臺中市西屯區逢福里005鄰福上巷251弄8號,214496.0362,2674395.8636,120.650566470467,24.174525322258
TW,臺中市,西屯區,逢福里,003,福上巷176弄,9號,,,臺中市西屯區逢福里003鄰福上巷176弄9號,214697.0656,2674465.2034,120.652543298393,24.175155927954
TW,臺中市,西屯區,逢福里,003,福上巷180弄,9號,,,臺中市西屯區逢福里003鄰福上巷180弄9號,214642.51,2674462.7384,120.652006422188,24.175132446657
TW,臺中市,西屯區,逢福里,004,福上巷190弄,9號,,,臺中市西屯區逢福里004鄰福上巷190弄9號,214465.2663,2674475.1623,120.650261683487,24.175240634815
TW,臺中市,西屯區,逢福里,020,福上巷214弄,9號,,,臺中市西屯區逢福里020鄰福上巷214弄9號,214301.0668,2674500.9032,120.648644994193,24.175469340683
TW,臺中市,西屯區,逢福里,021,福上巷216弄,9之1號,,,臺中市西屯區逢福里021鄰福上巷216弄9之1號,214240.484,2674541.8581,120.648047722673,24.175837756617
TW,臺中市,西屯區,逢福里,021,福上巷216弄,9號,,,臺中市西屯區逢福里021鄰福上巷216弄9號,214240.2082,2674535.4321,120.648045167341,24.175779728716
TW,臺中市,西屯區,逢福里,022,福上巷220弄,9號,,,臺中市西屯區逢福里022鄰福上巷220弄9號,214192.2772,2674467.9723,120.647575100593,24.175169529434
TW,臺中市,西屯區,逢福里,003,福上巷235弄,9號,,,臺中市西屯區逢福里003鄰福上巷235弄9號,214674.3957,2674394.0736,120.652321920793,24.174513172095
TW,臺中市,西屯區,逢福里,005,福上巷251弄,9號,,,臺中市西屯區逢福里005鄰福上巷251弄9號,214516.5161,2674405.2225,120.650767802822,24.174610288288
TW,臺中市,西屯區,逢福里,003,福上巷180弄,10號,,,臺中市西屯區逢福里003鄰福上巷180弄10號,214654.1516,2674449.1914,120.652121330391,24.175010389438
TW,臺中市,西屯區,逢福里,004,福上巷190弄,10號,,,臺中市西屯區逢福里004鄰福上巷190弄10號,214513.6461,2674460.3234,120.650738202594,24.175107741732
TW,臺中市,西屯區,逢福里,020,福上巷214弄,10號,,,臺中市西屯區逢福里020鄰福上巷214弄10號,214303.7868,2674474.6823,120.648672412565,24.175232647687
TW,臺中市,西屯區,逢福里,021,福上巷216弄,10號,,,臺中市西屯區逢福里021鄰福上巷216弄10號,214257.4669,2674542.2031,120.648214860755,24.175841257364
TW,臺中市,西屯區,逢福里,003,福上巷235弄,10號,,,臺中市西屯區逢福里003鄰福上巷235弄10號,214646.0857,2674389.3036,120.652043411753,24.174469467316
TW,臺中市,西屯區,逢福里,005,福上巷251弄,10號,,,臺中市西屯區逢福里005鄰福上巷251弄10號,214480.9363,2674395.7226,120.650417861384,24.174523708547
TW,臺中市,西屯區,逢福里,003,福上巷176弄,11號,,,臺中市西屯區逢福里003鄰福上巷176弄11號,214697.1156,2674469.9434,120.652543674635,24.175198727505
TW,臺中市,西屯區,逢福里,003,福上巷180弄,11號,,,臺中市西屯區逢福里003鄰福上巷180弄11號,214648.0133,2674465.4904,120.65206051833,24.175157418615
TW,臺中市,西屯區,逢福里,004,福上巷190弄,11號,,,臺中市西屯區逢福里004鄰福上巷190弄11號,214486.4362,2674476.3723,120.650470008116,24.175252037843
TW,臺中市,西屯區,逢福里,020,福上巷214弄,11號,,,臺中市西屯區逢福里020鄰福上巷214弄11號,214303.3468,2674505.2732,120.648667326005,24.175508849989
TW,臺中市,西屯區,逢福里,021,福上巷216弄,11之2號,,,臺中市西屯區逢福里021鄰福上巷216弄11之2號,214230.826,2674553.872,120.64795237057,24.175946014009
TW,臺中市,西屯區,逢福里,021,福上巷216弄,11號,,,臺中市西屯區逢福里021鄰福上巷216弄11號,214236.767,2674547.452,120.648011001237,24.175888181524
TW,臺中市,西屯區,逢福里,021,福上巷216弄,11之1號,,,臺中市西屯區逢福里021鄰福上巷216弄11之1號,214238.807,2674554.553,120.648030903207,24.175952344211
TW,臺中市,西屯區,逢福里,003,福上巷235弄,11號,,,臺中市西屯區逢福里003鄰福上巷235弄11號,214674.4056,2674389.7936,120.652322122907,24.174474527319
TW,臺中市,西屯區,逢福里,005,福上巷251弄,11號,,,臺中市西屯區逢福里005鄰福上巷251弄11號,214518.7261,2674401.9235,120.650789634602,24.174580550753
TW,臺中市,西屯區,逢福里,009,福上巷255弄,11號,,,臺中市西屯區逢福里009鄰福上巷255弄11號,214458.4663,2674315.2428,120.650198692982,24.173796531139
TW,臺中市,西屯區,逢福里,003,福上巷180弄,12號,,,臺中市西屯區逢福里003鄰福上巷180弄12號,214659.02,2674452.3664,120.65216916747,24.175039166457
TW,臺中市,西屯區,逢福里,004,福上巷190弄,12號,,,臺中市西屯區逢福里004鄰福上巷190弄12號,214517.9361,2674460.8124,120.650780412764,24.175112253706
TW,臺中市,西屯區,逢福里,020,福上巷214弄,12號,,,臺中市西屯區逢福里020鄰福上巷214弄12號,214307.3467,2674477.3523,120.648707383147,24.175256836366
TW,臺中市,西屯區,逢福里,021,福上巷216弄,12號,,,臺中市西屯區逢福里021鄰福上巷216弄12號,214257.4069,2674548.432,120.648214116076,24.175897498887
TW,臺中市,西屯區,逢福里,003,福上巷235弄,12號,,,臺中市西屯區逢福里003鄰福上巷235弄12號,214646.3957,2674384.9726,120.652046568768,24.174430368791
TW,臺中市,西屯區,逢福里,005,福上巷251弄,12號,,,臺中市西屯區逢福里005鄰福上巷251弄12號,214476.6763,2674394.6736,120.650375960452,24.174514140798
TW,臺中市,西屯區,逢福里,009,福上巷255弄,12號,,,臺中市西屯區逢福里009鄰福上巷255弄12號,214360.1467,2674284.4439,120.649231801328,24.173516218144
TW,臺中市,西屯區,逢福里,003,福上巷176弄,13之1號,,,臺中市西屯區逢福里003鄰福上巷176弄13之1號,214698.5252,2674480.0293,120.652557301411,24.175289827671
TW,臺中市,西屯區,逢福里,003,福上巷176弄,13號,,,臺中市西屯區逢福里003鄰福上巷176弄13號,214698.0055,2674474.1023,120.652552331384,24.175236299922
TW,臺中市,西屯區,逢福里,003,福上巷180弄,13號,,,臺中市西屯區逢福里003鄰福上巷180弄13號,214653.3048,2674467.8184,120.652112540332,24.175178557416
TW,臺中市,西屯區,逢福里,004,福上巷190弄,13號,,,臺中市西屯區逢福里004鄰福上巷190弄13號,214490.5662,2674477.5533,120.650510626588,24.175262794491
TW,臺中市,西屯區,逢福里,020,福上巷214弄,13號,,,臺中市西屯區逢福里020鄰福上巷214弄13號,214305.9368,2674507.2622,120.648692767705,24.175526867794
TW,臺中市,西屯區,逢福里,021,福上巷216弄,13號,,,臺中市西屯區逢福里021鄰福上巷216弄13號,214235.464,2674555.923,120.647997967265,24.17596463827
TW,臺中市,西屯區,逢福里,003,福上巷235弄,13號,,,臺中市西屯區逢福里003鄰福上巷235弄13號,214674.4457,2674385.4126,120.652322624718,24.17443497127
TW,臺中市,西屯區,逢福里,005,福上巷251弄,13號,,,臺中市西屯區逢福里005鄰福上巷251弄13號,214520.8961,2674398.5036,120.650811075665,24.17454971978
TW,臺中市,西屯區,逢福里,009,福上巷255弄,13號,,,臺中市西屯區逢福里009鄰福上巷255弄13號,214444.9634,2674304.0888,120.650066073355,24.173695514522
TW,臺中市,西屯區,逢福里,020,福上巷214弄,14號,,,臺中市西屯區逢福里020鄰福上巷214弄14號,214312.3768,2674477.9323,120.648756875112,24.175262187336
TW,臺中市,西屯區,逢福里,021,福上巷216弄,14號,,,臺中市西屯區逢福里021鄰福上巷216弄14號,214257.3369,2674554.932,120.648213266268,24.175956187095
TW,臺中市,西屯區,逢福里,003,福上巷235弄,14號,,,臺中市西屯區逢福里003鄰福上巷235弄14號,214646.4157,2674380.4436,120.652046876463,24.17438947597
TW,臺中市,西屯區,逢福里,005,福上巷251弄,14號,,,臺中市西屯區逢福里005鄰福上巷251弄14號,214474.2862,2674391.9726,120.65035250363,24.174489698989
TW,臺中市,西屯區,逢福里,009,福上巷255弄,14號,,,臺中市西屯區逢福里009鄰福上巷255弄14號,214350.6067,2674280.5129,120.649138006838,24.173480508365
TW,臺中市,西屯區,逢福里,003,福上巷180弄,15號,,,臺中市西屯區逢福里003鄰福上巷180弄15號,214656.0567,2674472.8983,120.652139500239,24.175224487557
TW,臺中市,西屯區,逢福里,004,福上巷190弄,15號,,,臺中市西屯區逢福里004鄰福上巷190弄15號,214494.4662,2674478.7733,120.650548980446,24.17527389808
TW,臺中市,西屯區,逢福里,020,福上巷214弄,15號,,,臺中市西屯區逢福里020鄰福上巷214弄15號,214307.5467,2674508.8322,120.648708573592,24.175541080139
TW,臺中市,西屯區,逢福里,021,福上巷216弄,15號,,,臺中市西屯區逢福里021鄰福上巷216弄15號,214235.637,2674566.843,120.647999399526,24.176063241057
TW,臺中市,西屯區,逢福里,003,福上巷235弄,15號,,,臺中市西屯區逢福里003鄰福上巷235弄15號,214671.2557,2674380.7226,120.65229134361,24.174392552717
TW,臺中市,西屯區,逢福里,005,福上巷251弄,15號,,,臺中市西屯區逢福里005鄰福上巷251弄15號,214523.2961,2674394.9726,120.650834783093,24.174517891744
TW,臺中市,西屯區,逢福里,003,福上巷180弄,16號,,,臺中市西屯區逢福里003鄰福上巷180弄16號,214663.8881,2674455.1184,120.652217011967,24.1750641241
TW,臺中市,西屯區,逢福里,004,福上巷190弄,16號,,,臺中市西屯區逢福里004鄰福上巷190弄16號,214525.8204,2674465.0453,120.650857906087,24.175150651998
TW,臺中市,西屯區,逢福里,020,福上巷214弄,16號,,,臺中市西屯區逢福里020鄰福上巷214弄16號,214316.0068,2674480.6133,120.648792535371,24.175286476907
TW,臺中市,西屯區,逢福里,021,福上巷216弄,16號,,,臺中市西屯區逢福里021鄰福上巷216弄16號,214254.6069,2674567.053,120.648186097438,24.176065568036
TW,臺中市,西屯區,逢福里,005,福上巷251弄,16號,,,臺中市西屯區逢福里005鄰福上巷251弄16號,214470.8163,2674389.6826,120.650318409368,24.174468943812
TW,臺中市,西屯區,逢福里,009,福上巷255弄,16號,,,臺中市西屯區逢福里009鄰福上巷255弄16號,214344.6067,2674274.5629,120.649079102465,24.173426648739
TW,臺中市,西屯區,逢福里,004,福上巷190弄,17號,,,臺中市西屯區逢福里004鄰福上巷190弄17號,214498.6662,2674479.9523,120.650590287922,24.175284638226
TW,臺中市,西屯區,逢福里,020,福上巷214弄,17號,,,臺中市西屯區逢福里020鄰福上巷214弄17號,214310.5268,2674510.6332,120.648737859327,24.175557409291
TW,臺中市,西屯區,逢福里,021,福上巷216弄,17號,,,臺中市西屯區逢福里021鄰福上巷216弄17號,214238.137,2674573.423,120.648023841772,24.176122709981
TW,臺中市,西屯區,逢福里,005,福上巷251弄,17號,,,臺中市西屯區逢福里005鄰福上巷251弄17號,214525.6961,2674391.3036,120.6508584939,24.174484817675
TW,臺中市,西屯區,逢福里,003,福上巷180弄,18號,,,臺中市西屯區逢福里003鄰福上巷180弄18號,214669.3915,2674457.6584,120.652271114292,24.175087181795
TW,臺中市,西屯區,逢福里,020,福上巷214弄,18號,,,臺中市西屯區逢福里020鄰福上巷214弄18號,214319.4968,2674483.0623,120.648826823494,24.175308668522
TW,臺中市,西屯區,逢福里,021,福上巷216弄,18號,,,臺中市西屯區逢福里021鄰福上巷216弄18號,214257.1369,2674573.803,120.648210830826,24.176126572577
TW,臺中市,西屯區,逢福里,005,福上巷251弄,18號,,,臺中市西屯區逢福里005鄰福上巷251弄18號,214484.2962,2674368.6626,120.650451594751,24.174279454097
TW,臺中市,西屯區,逢福里,004,福上巷190弄,19號,,,臺中市西屯區逢福里004鄰福上巷190弄19號,214502.6562,2674481.1623,120.65062952782,24.175295653532
TW,臺中市,西屯區,逢福里,020,福上巷214弄,19號,,,臺中市西屯區逢福里020鄰福上巷214弄19號,214314.1868,2674513.3832,120.64877381322,24.175582322561
TW,臺中市,西屯區,逢福里,005,福上巷251弄,19號,,,臺中市西屯區逢福里005鄰福上巷251弄19號,214528.0661,2674387.9126,120.650881902608,24.174454253044
TW,臺中市,西屯區,逢福里,009,福上巷255弄,19號,,,臺中市西屯區逢福里009鄰福上巷255弄19號,214479.6562,2674301.5329,120.650407579004,24.173673218952
TW,臺中市,西屯區,逢福里,003,福上巷180弄,20號,,,臺中市西屯區逢福里003鄰福上巷180弄20號,214671.2966,2674463.5854,120.65228971931,24.175140740642
TW,臺中市,西屯區,逢福里,020,福上巷214弄,20號,,,臺中市西屯區逢福里020鄰福上巷214弄20號,214321.4867,2674487.6332,120.648846295201,24.175349986097
TW,臺中市,西屯區,逢福里,021,福上巷216弄,20號,,,臺中市西屯區逢福里021鄰福上巷216弄20號,214256.6868,2674580.2029,120.648206242538,24.176184340204
TW,臺中市,西屯區,逢福里,021,福上巷216弄,20號,4,,臺中市西屯區逢福里021鄰福上巷216弄20號四樓,214256.6868,2674580.2029,120.648206242538,24.176184340204
TW,臺中市,西屯區,逢福里,021,福上巷216弄,20號,5,,臺中市西屯區逢福里021鄰福上巷216弄20號五樓,214256.6868,2674580.2029,120.648206242538,24.176184340204
TW,臺中市,西屯區,逢福里,003,福上巷235弄,20號,,,臺中市西屯區逢福里003鄰福上巷235弄20號,214633.0679,2674370.9757,120.651915739955,24.174303687668
TW,臺中市,西屯區,逢福里,005,福上巷251弄,20號,,,臺中市西屯區逢福里005鄰福上巷251弄20號,214487.7162,2674370.8326,120.650485200823,24.174299124615
TW,臺中市,西屯區,逢福里,009,福上巷255弄,20號,,,臺中市西屯區逢福里009鄰福上巷255弄20號,214352.7867,2674297.2338,120.649159049468,24.173631535033
TW,臺中市,西屯區,逢福里,004,福上巷190弄,21號,,,臺中市西屯區逢福里004鄰福上巷190弄21號,214506.6662,2674482.3323,120.650668965549,24.175306308111
TW,臺中市,西屯區,逢福里,020,福上巷214弄,21號,,,臺中市西屯區逢福里020鄰福上巷214弄21號,214317.7668,2674516.0432,120.648808981988,24.175606421381
TW,臺中市,西屯區,逢福里,021,福上巷216弄,21號,,,臺中市西屯區逢福里021鄰福上巷216弄21號,214236.097,2674586.5619,120.648003438597,24.176241289256
TW,臺中市,西屯區,逢福里,021,福上巷216弄,21號,2,,臺中市西屯區逢福里021鄰福上巷216弄21號二樓,214236.097,2674586.5619,120.648003438597,24.176241289256
TW,臺中市,西屯區,逢福里,021,福上巷216弄,21號,3,,臺中市西屯區逢福里021鄰福上巷216弄21號三樓,214236.097,2674586.5619,120.648003438597,24.176241289256
TW,臺中市,西屯區,逢福里,005,福上巷251弄,21號,,,臺中市西屯區逢福里005鄰福上巷251弄21號,214531.7061,2674385.0936,120.650917796534,24.174428881726
TW,臺中市,西屯區,逢福里,009,福上巷255弄,21號,,,臺中市西屯區逢福里009鄰福上巷255弄21號,214467.6662,2674290.0239,120.650289857854,24.173569031291
TW,臺中市,西屯區,逢福里,009,福上巷255弄,21之1號,,,臺中市西屯區逢福里009鄰福上巷255弄21之1號,214488.6653,2674255.794,120.650497370039,24.173260444412
TW,臺中市,西屯區,逢福里,003,福上巷180弄,22號,,,臺中市西屯區逢福里003鄰福上巷180弄22號,214677.0114,2674466.3364,120.65234589712,24.175165708216
TW,臺中市,西屯區,逢福里,020,福上巷214弄,22號,,,臺中市西屯區逢福里020鄰福上巷214弄22號,214325.0467,2674490.2822,120.648881267351,24.175373985126
TW,臺中市,西屯區,逢福里,021,福上巷216弄,22號,,,臺中市西屯區逢福里021鄰福上巷216弄22號,214256.6169,2674586.6929,120.648205393955,24.17624293812
TW,臺中市,西屯區,逢福里,021,福上巷216弄,22號,4,,臺中市西屯區逢福里021鄰福上巷216弄22號四樓,214256.6169,2674586.6929,120.648205393955,24.17624293812
TW,臺中市,西屯區,逢福里,021,福上巷216弄,22號,5,,臺中市西屯區逢福里021鄰福上巷216弄22號五樓,214256.6169,2674586.6929,120.648205393955,24.17624293812
TW,臺中市,西屯區,逢福里,005,福上巷251弄,22號,,,臺中市西屯區逢福里005鄰福上巷251弄22號,214491.1362,2674372.9236,120.650518808848,24.174318081819
TW,臺中市,西屯區,逢福里,009,福上巷255弄,22號,,,臺中市西屯區逢福里009鄰福上巷255弄22號,214334.9867,2674311.9438,120.648983500687,24.173763951495
TW,臺中市,西屯區,逢福里,004,福上巷190弄,23號,,,臺中市西屯區逢福里004鄰福上巷190弄23號,214511.0682,2674482.4723,120.650712286663,24.175307671437
TW,臺中市,西屯區,逢福里,020,福上巷214弄,23號,,,臺中市西屯區逢福里020鄰福上巷214弄23號,214321.3567,2674518.6931,120.648844248453,24.175630430126
TW,臺中市,西屯區,逢福里,021,福上巷216弄,23號,,,臺中市西屯區逢福里021鄰福上巷216弄23號,214240.8269,2674593.1729,120.648049826985,24.176301088738
TW,臺中市,西屯區,逢福里,005,福上巷251弄,23號,,,臺中市西屯區逢福里005鄰福上巷251弄23號,214534.0461,2674381.6826,120.65094091045,24.174398135826
TW,臺中市,西屯區,逢福里,020,福上巷214弄,24號,,,臺中市西屯區逢福里020鄰福上巷214弄24號,214330.1567,2674490.6932,120.648931549919,24.175377811916
TW,臺中市,西屯區,逢福里,021,福上巷216弄,24號,,,臺中市西屯區逢福里021鄰福上巷216弄24號,214256.8339,2674593.3869,120.648207364017,24.176303384506
TW,臺中市,西屯區,逢福里,021,福上巷216弄,24號,4,,臺中市西屯區逢福里021鄰福上巷216弄24號四樓,214256.8339,2674593.3869,120.648207364017,24.176303384506
TW,臺中市,西屯區,逢福里,021,福上巷216弄,24號,5,,臺中市西屯區逢福里021鄰福上巷216弄24號五樓,214256.8339,2674593.3869,120.648207364017,24.176303384506
TW,臺中市,西屯區,逢福里,005,福上巷251弄,24號,,,臺中市西屯區逢福里005鄰福上巷251弄24號,214494.7862,2674374.8926,120.650554683528,24.174335942639
TW,臺中市,西屯區,逢福里,004,福上巷190弄,25號,,,臺中市西屯區逢福里004鄰福上巷190弄25號,214515.4361,2674482.6823,120.650755270446,24.175309666027
