ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
1486,內湖,碧山公園臺北市內湖區內湖路三段60巷入口處,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.591980,25.086830,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1486,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1486.JPG
1487,內湖,東湖2號公園臺北市內湖區康寧路三段99巷39弄27號對面籃球場旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.610877,25.073823,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1487,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1487.JPG
1488,內湖,安泰公園臺北市內湖區安泰街45巷16號前入口處,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.618478,25.074173,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1488,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1488.JPG
1489,內湖,東湖1號公園臺北市內湖區康寧路3段189巷東側入口處,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.612498,25.075776,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1489,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1489.JPG
1490,內湖區,港富公園臺北市內湖區內湖路1段737巷8弄16號對面公園南側,工務局公園處園藝東區,+886 2 8791 6654,24/7,121.577942,25.079629,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1490,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1490.JPG
1491,內湖,金龍公園臺北市內湖區金龍路112巷旁公園涼亭旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.590856,25.085484,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1491,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1491.JPG
1494,內湖,成美右岸河濱公園臺北市內湖區新明路291巷底對面水門內壘球場旁,工務局水利工程處東區右岸管理站,+886 2 2720 8889#2690,24/7,121.588194,25.057361,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1494,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1494.JPG
1495,內湖,煙波庭公園臺北市內湖區大湖街131巷18弄61號旁兒童遊戲場旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.599146,25.086536,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1495,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1495.JPG
1496,內湖,石潭公園臺北市內湖區成功路二段東側涼亭旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.592519,25.061746,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1496,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1496.JPG
1497,內湖,湖山6號公園臺北市內湖區大湖街166巷大湖派出所後方涼亭旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.601964,25.082843,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1497,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1497.JPG
1498,內湖,成功公園臺北市內湖區金湖路46巷兒童遊戲場旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.597298,25.082765,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1498,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1498.JPG
1528,北投,前山公園臺北市北投區建國街4號籃球場旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.548623,25.150675,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1528,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1528.JPG
1528a,北投,前山公園臺北市北投區建國街5-1號對面籃球場旁,工務局公園處花卉試驗中心內湖分隊,+886 2 2658 6601,24/7,121.548647,25.150488,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1528a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1528a.JPG
1545,北投,泉源公園臺北市北投區珠海路155號義方國小對面,產發局公用事業科,1999轉3285/1005,24/7,121.509680,25.141778,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1545,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1545.JPG
1546,北投,復興公園臺北市北投區珠海路與中和街口附近泡腳池,產發局公用事業科,1999轉3285/1005,24/7,121.502129,25.138884,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1546,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1546.JPG
1546a,北投,復興公園臺北市北投區珠海路48號對面入口步道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.502700,25.138730,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1546a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1546a.JPG
1546b,北投,復興公園臺北市北投區珠海路與中和街口附近運動場旁邊,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.503270,25.139340,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1546b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1546b.JPG
1547,北投,硫磺谷遊憩區臺北市北投區泉源路泡腳池,產發局公用事業科,1999轉3285/1005,24/7,121.521732,25.143613,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1547,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1547.JPG
1548,北投,七星公園臺北市北投區光明路157巷2弄(七虎公園旁).電梯旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.502348,25.136550,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1548,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1548.JPG
1549a,北投,北投公園臺北市北投區光明路251號圖書館旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.506490,25.136070,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1549a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1549a.JPG
1549b,北投,北投公園臺北市北投區中山路2號天玥泉會館對面涼亭,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.505320,25.136900,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1549b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1549b.JPG
1550a,北投,大豐公園臺北市北投區磺港路90號對面籃球場旁,臺北市市場處,+886 2 2550 5220#2125,24/7,121.503900,25.131110,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1550a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1550a.JPG
1551,北投,榮華公園臺北市北投區明德路150巷17-1號籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.521455,25.110239,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1551,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1551.JPG
1551a,北投,榮華公園臺北市北投區榮華一路20巷口對面休憩涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.522900,25.111330,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1551a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1551a.JPG
1552,北投,關渡宮臺北市北投區知行路360號廁所旁,工務局水利工程處北區左岸管理站,+886 2 2720 8889#2690,24/7,121.462529,25.118505,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1552,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1552.JPG
1553,北投,中央公園臺北市北投區大業路300巷33-1號旁籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.499637,25.128761,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1553,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1553.JPG
1554,北投,北投火車站臺北市北投區大業路700號對面休憩座椅旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.503500,25.136700,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1554,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1554.JPG
1555,北投,橫嶺古道臺北市北投區湖底路114號湖山路湖底路交口,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.541661,25.151549,正常,20220217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1555,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1555.JPG
1556,北投,北投區公所臺北市北投區新市街30號臺北市北投區新市街30號,臺北市北投區公所秘書室,+886 2 2891 2105轉394,24/7,121.503110,25.132440,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1556,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1556.JPG
1557,北投,知行公園臺北市北投區知行路255巷旁.公園,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.466710,25.119470,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1557,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1557.JPG
1559,北投區,湖山秘境陽明山國家公園第2停車場內第2停車場內,工務局公園處花卉試驗中心,+886 2 2658 6601,24/7,121.543504,25.154020,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1559,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1559.JPG
1560,北投,長安公園臺北市北投區育仁路117號對面涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.500430,25.135460,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1560,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1560.JPG
1561,北投,磺港公園臺北市北投區磺港路與大興路交叉口公園,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.504440,25.131010,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1561,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1561.JPG
1562,北投,丹鳳公園臺北市北投區公館路255巷19弄20號水表箱旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.510590,25.126480,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1562,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1562.JPG
1563,北投,崇仰公園臺北市北投區公館路255巷19弄30號步道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.511100,25.125790,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1563,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1563.JPG
1564,北投,忠義公園臺北市北投區中央北路四段32號旁公園,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.477761,25.135104,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1564,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1564.JPG
1565,北投,永欣綠地臺北市北投區天母北路105巷口永欣綠地石牌旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.526720,25.123799,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1565,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1565.JPG
1566,北投,同德公園臺北市北投區同德街23巷口同德公園拱門旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.529375,25.125405,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1566,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1566.JPG
1567,北投,致遠公園臺北市北投區致遠1路二段(自強市場旁).兒童遊憩區,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.514854,25.111112,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1567,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1567.JPG
1568,北投,建民公園臺北市北投區文林北路16巷7號對面.入口處,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.520110,25.105630,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1568,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1568.JPG
1569,北投,豐年公園臺北市北投區中央北路2段及大業路交口豐年公園涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.496600,25.135990,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1569,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1569.JPG
1570,北投區,風尾步道臺北市北投區東昇路68-15號路口東昇路68-15號路口,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.528914,25.154395,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1570,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1570.JPG
1573,北投,重三公園臺北市北投區稻香路及重三路交口重三公園銘牌旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.489116,25.140176,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1573,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1573.JPG
1574,北投,新興公園臺北市北投區新興路146號對面新興公園路燈旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.487028,25.139539,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1574,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1574.JPG
1575,北投,文化公園臺北市北投區中央北路2段及文化三路交口文化公園溜滑梯旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.496627,25.136765,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1575,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1575.JPG
1576,北投,榮光公園臺北市北投區石牌路1段(石牌國中對面).公園步道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.514300,25.114290,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1576,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1576.JPG
1577a,北投,石牌公園臺北市北投區石牌路1段39巷內人行道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.510090,25.116740,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577a.JPG
1577b,北投,石牌公園臺北市北投區石牌路1段39巷內兒童遊戲區旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.509610,25.117370,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577b.JPG
1577c,北投,石牌公園臺北市北投區尊賢街218巷54號旁涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.509019,25.117245,正常,20220112100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577c.JPG
1578,北投,立農公園臺北市北投區承德路七段與吉利街公園步道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.503440,25.119300,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1578,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1578.JPG
1579,北投,中庸公園臺北市北投區雙全街50號對面公園,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.501180,25.138020,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1579,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1579.JPG
1580,北投,吉利公園臺北市北投區吉利街149巷旁.公園人行道旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.507698,25.119060,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1580,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1580.JPG
1581,北投,稻香運動步道臺北市北投區中央北路2段132號旁入口處左側,工務局水利工程處北區左岸管理站,+886 2 2720 8889#2690,24/7,121.491472,25.138611,正常,20231129100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1581,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1581.JPG
1582,北投,奇岩1號公園臺北市北投區三合街1段82巷61弄22號對面公園中央圓形廣場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.503760,25.128490,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1582,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1582.JPG
1583,北投,奇岩2號公園臺北市北投區三合街1段117巷38弄18號公廁旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.503650,25.125150,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1583,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1583.JPG
1584,北投,北投公館公園臺北市北投區三合街1段82巷50弄與36巷口公園西北角入口,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.505910,25.128310,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1584,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1584.JPG
1585,北投,奇岩3號公園臺北市北投區三合街1段117巷(公園北側入口)公園西北角入口,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.504380,25.125960,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1585,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1585.JPG
1588,北投,振興公園臺北市北投區天母西路109號對面入口步道旁/公車站旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.523470,25.118752,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1588,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1588.JPG
1589b,北投,榮富公園臺北市北投區榮華3路3-2號旁廣場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.524255,25.113532,正常,20231226100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1589b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1589b.JPG
1591,北投,振華公園臺北市北投區振華街24號對面廣場東側步道榕樹旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.519106,25.115271,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1591,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1591.JPG
1593,北投,唭哩岸站線型綠地臺北市北投區北投路一段20號旁西安橋下,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.501589,25.123143,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1593,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1593.JPG
1595,北投,奇岩4號綠地臺北市北投區公館路308巷16號旁清江國小旁,工務局公園處園藝工程隊,+886 2 2381 5132＃318,24/7,121.505886,25.125355,正常,20211215100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1595,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1595.JPG
1597,北投,貴子坑溪河堤臺北市北投區中和街525巷10弄與貴子坑溪交口河堤步道口,工務局水利工程處北區左岸管理站,+886 2 2720 8889#2690,24/7,121.492569,25.144520,正常,20231129100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1597,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1597.JPG
1626,士林,天母公園臺北市士林區中山北路7段181巷籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.530440,25.125340,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1626,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1626.JPG
1626a,士林,天母公園臺北市士林區中山北路七段219巷1號堉琪橋旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.531703,25.128143,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1626a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1626a.JPG
1701a,淡水,淡水站新北市淡水區中正路1號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.445229,25.168235,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701a.JPG
1701b,淡水,淡水站新北市淡水區中正路1號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.445229,25.168235,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701b.JPG
1701c,淡水,淡水站新北市淡水區中正路1號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.445229,25.168235,正常,20220113100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701c.JPG
1702,淡水,紅樹林站新北市淡水區中正東路2段68號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.459027,25.154144,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1702,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1702.JPG
1703,淡水,竹圍站新北市淡水區民權路50號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.459651,25.137049,正常,20220113100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1703,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1703.JPG
1704,北投,關渡站臺北市北投區大度路3段296巷51號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.467283,25.125539,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1704,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1704.JPG
1705,北投,忠義站臺北市北投區中央北路4段301號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.473214,25.131062,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1705,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1705.JPG
1706,北投,復興崗站臺北市北投區中央北路3段53巷10號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.485365,25.137660,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1706,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1706.JPG
1707,北投,新北投站臺北市北投區大業路700號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.503430,25.136996,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1707,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1707.JPG
1707a,北投,新北投站臺北市北投區大業路700號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.503430,25.136996,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1707a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1707a.JPG
1708,北投,北投站臺北市北投區光明路1號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.498234,25.132068,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1708,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1708.JPG
1708a,北投,北投站臺北市北投區光明路1號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.498234,25.132068,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1708a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1708a.JPG
1709,北投,奇岩站臺北市北投區三合街2段487號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.500942,25.126100,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1709,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1709.JPG
1709a,北投,奇岩站臺北市北投區三合街2段487號出口右側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.500942,25.126100,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1709a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1709a.JPG
1710,北投,唭哩岸站臺北市北投區東華街2段301號出口1,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.507020,25.120780,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1710,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1710.JPG
1710a,北投,唭哩岸站臺北市北投區東華街2段301號出口1,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.507020,25.120780,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1710a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1710a.JPG
1711,北投,石牌站臺北市北投區石牌路1段200號出口1,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.515189,25.114852,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1711,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1711.JPG
1711a,北投,石牌站臺北市北投區石牌路1段200號出口1,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.515189,25.114852,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1711a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1711a.JPG
1712,北投,明德站臺北市北投區明德路95號出口左側,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.519024,25.109317,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1712,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1712.JPG
1713,士林,芝山站臺北市士林區福國路70號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.522608,25.102112,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1713,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1713.JPG
1714a,士林,士林站臺北市士林區福德路1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.526430,25.092660,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1714a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1714a.JPG
1714b,士林,士林站臺北市士林區福德路1號1號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.525860,25.094350,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1714b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1714b.JPG
1714c,士林,士林站臺北市士林區福德路1號2號出口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 06:00-23:00,121.526430,25.092660,正常,20211217100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1714c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1714c.JPG
