addr:TW:dataset,source,addr:couontry,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:place,addr:housenumber,addr:unit,addr:full,description,x_3826,y_3826
168887,新北市政府,TW,新北市,萬里區,大鵬里,006,萬里加投,19之12號,,新北市萬里區大鵬里006鄰萬里加投19之12號,農業資材室,315486.31440000003,2789136.9094000002
168887,新北市政府,TW,新北市,萬里區,崁脚里,002,內中福,3之9號,,新北市萬里區崁脚里002鄰內中福3之9號,農業資材室,317344.004700,2784247.9154000
168887,新北市政府,TW,新北市,萬里區,崁脚里,014,崁脚,173之1號,,新北市萬里區崁脚里014鄰崁脚173之1號,資材室不供設籍,315153.792541,2783077.4902678
168887,新北市政府,TW,新北市,萬里區,崁脚里,014,崁脚,173之2號,,新北市萬里區崁脚里014鄰崁脚173之2號,資材室不供設籍,315052.060249,2783076.0350595
168887,新北市政府,TW,新北市,萬里區,崁脚里,010,崁脚,19之3號,,新北市萬里區崁脚里010鄰崁脚19之3號,農業資材室,315641.6184,2783855.0111
168887,新北市政府,TW,新北市,萬里區,溪底里,002,內崁,2之6號,,新北市萬里區溪底里002鄰內崁2之6號,農業資材室,314469.6879,2783693.1911
168887,新北市政府,TW,新北市,萬里區,溪底里,002,香員林,10之3號,,新北市萬里區溪底里002鄰香員林10之3號,農業資材室,313560.364900,2783901.2494000
168887,新北市政府,TW,新北市,萬里區,磺潭里,004,員潭,55之6號,,新北市萬里區磺潭里004鄰員潭55之6號,農業資材室,314952.5231,2787220.1538
168887,新北市政府,TW,新北市,萬里區,雙興里,012,二坪,20之2號,,新北市萬里區雙興里012鄰二坪20之2號,農業資材室,314466.4224,2784733.5315
168887,新北市政府,TW,新北市,萬里區,雙興里,012,二坪,26之6號,,新北市萬里區雙興里012鄰二坪26之6號,農業資材室,314951.3722,2784920.9376000003
168887,新北市政府,TW,新北市,萬里區,雙興里,010,二坪,8之2號,,新北市萬里區雙興里010鄰二坪8之2號,資材室不供設籍,315116.103005,2785300.0024367
168887,新北市政府,TW,新北市,萬里區,雙興里,011,二坪,17之2號,,新北市萬里區雙興里011鄰二坪17之2號,農業資材室,314677.206300,2785162.9041000
168887,新北市政府,TW,新北市,萬里區,雙興里,012,二坪,19號,11,新北市萬里區雙興里012鄰二坪19號之11,資材室不供設籍,314733.129400,2784985.5322000
168887,新北市政府,TW,新北市,萬里區,雙興里,012,二坪,39之5號,,新北市萬里區雙興里012鄰二坪39之5號,農業資材室,314433.4341,2784509.1434
168887,新北市政府,TW,新北市,萬里區,雙興里,013,大坪,8之1號,,新北市萬里區雙興里013鄰大坪8之1號,農業資材室,314216.9528,2784558.9633
168887,新北市政府,TW,新北市,萬里區,雙興里,014,大坪,27之10號,,新北市萬里區雙興里014鄰大坪27之10號,農業資材室,313966.9822,2784597.5918
168887,新北市政府,TW,新北市,萬里區,雙興里,014,大坪,32之2號,,新北市萬里區雙興里014鄰大坪32之2號,農業資材室,313915.145100,2784740.2542000
168887,新北市政府,TW,新北市,萬里區,雙興里,014,大坪,32之6號,,新北市萬里區雙興里014鄰大坪32之6號,農業資材室,313951.237300,2784712.4584000
168887,新北市政府,TW,新北市,萬里區,雙興里,014,大坪,33之12號,,新北市萬里區雙興里014鄰大坪33之12號,農業資材室,313721.765200,2784960.1532000
168887,新北市政府,TW,新北市,萬里區,雙興里,001,太和,10之3號,,新北市萬里區雙興里001鄰太和10之3號,農業資材室,316209.86929999996,2785005.6203
168887,新北市政府,TW,新北市,萬里區,雙興里,003,太和,27之6號,,新北市萬里區雙興里003鄰太和27之6號,農業資材室,316019.73901733796,2785419.088411275
168887,新北市政府,TW,新北市,萬里區,雙興里,006,豊廪,22號,1,新北市萬里區雙興里006鄰豊廪22號之1,資材室不供設籍,314557.841900,2786506.0800000
168887,新北市政府,TW,新北市,萬里區,雙興里,006,豊廪,22之11號,,新北市萬里區雙興里006鄰豊廪22之11號,農業資材室,314614.421400,2786435.3690000
168887,新北市政府,TW,新北市,萬里區,雙興里,006,豊廪,22之3號,,新北市萬里區雙興里006鄰豊廪22之3號,農業資材室,314551.708800,2786545.0369000
168887,新北市政府,TW,新北市,萬里區,雙興里,009,豊廪,33之6號,,新北市萬里區雙興里009鄰豊廪33之6號,資材室不供設籍,315172.240602,2785850.8223984
168887,新北市政府,TW,新北市,萬里區,雙興里,009,豊廪,33之7號,,新北市萬里區雙興里009鄰豊廪33之7號,資材室不供設籍,315297.518984,2785644.5116683
168887,新北市政府,TW,新北市,萬里區,龜吼里,020,漁澳,86之1號,,新北市萬里區龜吼里020鄰漁澳86之1號,公廁,319293.6479,2787674.1382999997
